,input_user_id,user_id,user_name,score,review_count
2,65yB0ydGXOZ_-T6J_GbKfw,r0GLQAawvHXUd-xZow-fWQ,Christine,0.9526008200111764,79
3,65yB0ydGXOZ_-T6J_GbKfw,v1nRL_f2EQs7fjh_m0TdQQ,Bryan,0.9518468985374037,33
4,65yB0ydGXOZ_-T6J_GbKfw,WeVkkF5L39888IPPlRhNpg,Kris,0.9539065731539818,1207
1,65yB0ydGXOZ_-T6J_GbKfw,M0gQMmqoiAShfH5xGy6iMg,K,0.9530711539646423,42
5,6EHbIv5w2I4XbXs3dG_D1Q,4-wsY37NHlp5AJ6qGp_maA,Catherine,0.9125069867964452,35
6,6EHbIv5w2I4XbXs3dG_D1Q,CorMvaqZtz4O-Pr4QVSc3w,Tee Jay,0.9277602261406677,93
4,6EHbIv5w2I4XbXs3dG_D1Q,auqxGYUWleYcP8wU2gYWnQ,N,0.9146764836264707,9
0,6EHbIv5w2I4XbXs3dG_D1Q,YHWsLBS8jzZiPjKHMFOaAA,TOFoodReviews,0.9259862743411419,106
7,6EHbIv5w2I4XbXs3dG_D1Q,v2JbRxUd18qL80IcYJOQtg,Shawn,0.9245350139179479,152
3,6EHbIv5w2I4XbXs3dG_D1Q,pEMWzZ8qWY1T_K0HUoKDIA,Hope,0.9497558723165878,879
1,6EHbIv5w2I4XbXs3dG_D1Q,WgBoWF5e63SsqJlpbOxOzA,Hilary,0.9317003104168121,114
8,6EHbIv5w2I4XbXs3dG_D1Q,_RvEDmpbQZulEdAV590QKg,Leslie-Anne,0.9172548979271421,187
2,6EHbIv5w2I4XbXs3dG_D1Q,djpMXOA1ic5wv3FPtubHNw,Deanna,0.9138949199880313,320
9,6EHbIv5w2I4XbXs3dG_D1Q,8Ho76SmTaoPGN1yvaBNrtg,Sharon,0.9224501483937801,248
6,7JpPvfDAE_14vA1xgFOFjw,_4GiyXOTo8DNLtoCpX5y9Q,Teresa,0.8968485273707314,6
2,7JpPvfDAE_14vA1xgFOFjw,XONyWoU02oz7J7L3xA5Uww,Jo,0.8859090924230374,14
0,7JpPvfDAE_14vA1xgFOFjw,iz0CVScJf3oRXb1ciclYcw,Judy,0.8598939117104579,8
5,7JpPvfDAE_14vA1xgFOFjw,LY-alNKOb1pkib1Bkdyfwg,Glitterveli,0.8648581105836072,4
7,7JpPvfDAE_14vA1xgFOFjw,AQxZmU78c25XULLlTDD5wQ,Seb,0.8672474690303849,80
3,7JpPvfDAE_14vA1xgFOFjw,Vc0SrTF60u0uAI1OgGSPsw,Susan,0.8574172254363754,190
4,7JpPvfDAE_14vA1xgFOFjw,gPre6MjHyMihaFasmdG1FA,Savvy,0.8627734561204914,2
1,7JpPvfDAE_14vA1xgFOFjw,JyFRx14nrMzxIKUOBpwqqQ,Kat,0.8712750359454963,15
8,7JpPvfDAE_14vA1xgFOFjw,Dzcye5pA0YzPdPlFVHarog,M,0.8927867381108814,12
9,7JpPvfDAE_14vA1xgFOFjw,_YpeP6XW2Dgw3AvN2wKqlA,Miro,0.8629985501575097,44
6,7KVpIdVSWCzI5F7TGxQawA,tmdcGp6m6-pHjBJ0pBemrw,Christen,0.8829090785359346,71
0,7KVpIdVSWCzI5F7TGxQawA,G-6X-llgA_qAxGxocykHzQ,Linda,0.89019419621648,276
1,7KVpIdVSWCzI5F7TGxQawA,Bk_VQSmW1rR-tTYY-H0KZw,No,0.8816572519373674,7
9,7KVpIdVSWCzI5F7TGxQawA,wQeXCIcCNVBU0uVTOAZGqQ,Annie,0.8815341246233708,39
2,7KVpIdVSWCzI5F7TGxQawA,W37KqgMymarQaqYGOWS70w,Burcu,0.8813225553393458,208
3,7KVpIdVSWCzI5F7TGxQawA,-6PitmLhdcP_RGKCkeqJ-g,Derek,0.880382603356762,7
4,7KVpIdVSWCzI5F7TGxQawA,AIY5EY9dF8ZyvNsIohrX5Q,Shirley,0.8807033746326693,65
8,7KVpIdVSWCzI5F7TGxQawA,Bg6_SkJh76doBuYhrlARYA,Amy,0.8811118241260044,82
5,7KVpIdVSWCzI5F7TGxQawA,64UKiCuMx5y70XHfkcVQmw,Jessa,0.885148039367394,17
7,7KVpIdVSWCzI5F7TGxQawA,jkVaPj3MIS69-OcfX0c_CQ,Sharon,0.8830023830960573,48
7,7bwDw99gKkuxr-zBtzqvCg,vI-74WbtA3hvYOLM40MiMQ,Shaun,0.9343873827698587,28
5,7bwDw99gKkuxr-zBtzqvCg,n5HCox_qsCR-DidvPzyctA,Sophie,0.9272342845047735,81
8,7bwDw99gKkuxr-zBtzqvCg,ZrN6jjXI41GP7Oieae6CNQ,Andrew,0.9441541326648374,191
3,7bwDw99gKkuxr-zBtzqvCg,YRcaNlwQ6XXPFDXWtuMGdA,Chris,0.9281130638105993,1821
1,7bwDw99gKkuxr-zBtzqvCg,xdYAjnWeAHQfcLH7c2l4OQ,Erin,0.9319924929251617,204
2,7bwDw99gKkuxr-zBtzqvCg,gKBO6ngUi7KeBoECLijLLQ,Rob,0.9328863681962453,6
0,7bwDw99gKkuxr-zBtzqvCg,bQq_MDhKtTCh9xZsttBV8A,Randy,0.930632817204875,146
6,7bwDw99gKkuxr-zBtzqvCg,wky4BZxCELi4PZcvb11qYQ,Mei,0.9343683231689454,157
9,7bwDw99gKkuxr-zBtzqvCg,CBpmgVWbKe7q2szknvu_6w,Kristie,0.9338991984157736,15
4,7bwDw99gKkuxr-zBtzqvCg,hPX0crftOvw2HUSO71gUjA,Rochelle,0.9272214059306575,57
5,864nL0po2ldN8TPgbSiwOQ,C4y80rqxEOgJQOiqhHfq4A,Brynn,0.9015180760496623,42
1,864nL0po2ldN8TPgbSiwOQ,yYZKPEKaeDkQ4EJeoPJ-7Q,Bailey,0.8938051687332474,135
6,864nL0po2ldN8TPgbSiwOQ,55MJZTJvzTsVH3wixCw-gA,Jan,0.889820929449263,10
4,864nL0po2ldN8TPgbSiwOQ,bsN-hCWslPQK3Cn_VNgbww,Tom,0.9269092438473134,16
8,864nL0po2ldN8TPgbSiwOQ,ewN9uG-ll5_2BAyf0fYGzA,Mike,0.9167983856082231,94
9,864nL0po2ldN8TPgbSiwOQ,4-wsY37NHlp5AJ6qGp_maA,Catherine,0.8847773064003686,35
0,864nL0po2ldN8TPgbSiwOQ,Jet9tgRPlTXldIZq0_7fuQ,Vanessa,0.8924320910733956,41
3,864nL0po2ldN8TPgbSiwOQ,TcqVIX8QrBcjTcpH9hK-Pg,Brando,0.9205416772484634,5
7,864nL0po2ldN8TPgbSiwOQ,bA45LYY70FVGpC6up5wTOg,Roger,0.8895985183523427,13
2,864nL0po2ldN8TPgbSiwOQ,TRHbgbB_TJN_O-v2TqBl_g,Mike,0.8835603538510352,6
1,8Kjf1ulh1ox5RiO42UI4IQ,i_6lhTVqIRsZvggvZp7lng,Adele,0.9317010549926773,84
3,8Kjf1ulh1ox5RiO42UI4IQ,PXZaBTK4M6GK80ZosOUZ9A,Rebecca,0.9246539919506982,102
6,8Kjf1ulh1ox5RiO42UI4IQ,XCsA_dhQ0Rf3dFh3RA8ogw,Sarah,0.9275016309414021,19
9,8Kjf1ulh1ox5RiO42UI4IQ,1HFkcIGKY7-e9vCsc8PX5g,Tara,0.9254443573542714,278
2,8Kjf1ulh1ox5RiO42UI4IQ,sXkL3Hb3SZf5MTjN0qLDyw,Melanie,0.9296637614659978,37
8,8Kjf1ulh1ox5RiO42UI4IQ,PGx4HvY5joEeqXzam6tO7A,Lisa,0.9326597518227148,349
7,8Kjf1ulh1ox5RiO42UI4IQ,3XgPugcWcqjhjXstq8GdJQ,Morgan,0.9249873549970677,32
5,8Kjf1ulh1ox5RiO42UI4IQ,FvwBCzmImJXlDWKhEvc9VA,Nora,0.9247707207013576,166
0,8Kjf1ulh1ox5RiO42UI4IQ,p7KpwlPgfpUPQGeD-8bCvw,Regina,0.9241127913944805,129
4,8Kjf1ulh1ox5RiO42UI4IQ,krJw8HFQMl2lP8fbHvEGuw,Melba,0.9280259126485747,86
4,8RcEwGrFIgkt9WQ35E6SnQ,8pWmzBT7Fpdbkx33DPhXyw,Rachel,0.9058182957081311,35
6,8RcEwGrFIgkt9WQ35E6SnQ,LTnCcTKbS-SBQlFGJ5Jm7g,Eva,0.9049911685701846,134
3,8RcEwGrFIgkt9WQ35E6SnQ,Z6gQWSGL2yYNomVSEAvGKQ,Matt,0.9074436612772955,160
7,8RcEwGrFIgkt9WQ35E6SnQ,UDSds3UKVUjVQSZo-K-Qog,Erin,0.8949813849002292,28
0,8RcEwGrFIgkt9WQ35E6SnQ,-eRl2zFyQP5Hv7ZdCyN7YA,Kay,0.8948523051974436,66
2,8RcEwGrFIgkt9WQ35E6SnQ,OJDOFhFlUdYLsKLeXL2ulg,Chanel,0.8964007647081494,68
9,8RcEwGrFIgkt9WQ35E6SnQ,wYVKG9TyR9ZUiTLSyEKepw,Sarah,0.9114067917503704,37
8,8RcEwGrFIgkt9WQ35E6SnQ,VLfK0P4aHwCThv3h7GeQQw,Tamsyn,0.8976146221778555,112
5,8RcEwGrFIgkt9WQ35E6SnQ,148jNH5eI1ZHXLOm1DHiFg,Victor,0.9054031885031705,43
1,8RcEwGrFIgkt9WQ35E6SnQ,X89thTy8sHmO2Pes0iJzow,Brian,0.9039363052521088,38
0,8c3XuWaEQwzbV9AtiXB8mw,ncAOj5Xz-XS6bpSnTWp3tQ,Austin,0.8299602653471202,1243
2,8c3XuWaEQwzbV9AtiXB8mw,t2O6rs4fZeY9o6ZY52RyJA,Payam,0.8333072148825057,410
4,8c3XuWaEQwzbV9AtiXB8mw,BhyIZcAzVZfcYg1EvpVy4w,Denise,0.8262278984745641,78
7,8c3XuWaEQwzbV9AtiXB8mw,h_UD68ziw1mKakW9EB_1XQ,Danica,0.8283090436128242,5
5,8c3XuWaEQwzbV9AtiXB8mw,c_uODLjgslW60_TZqeCdcw,Kaitlin,0.8244125081377082,21
9,8c3XuWaEQwzbV9AtiXB8mw,-qr-SDo-IHa5-YISjtmesQ,KL,0.8268797635619052,96
3,8c3XuWaEQwzbV9AtiXB8mw,zT9WFNJXeQZBA-WJMsV4Zw,Luke,0.8446133745550312,328
8,8c3XuWaEQwzbV9AtiXB8mw,13xeC5yKJO4BDyQOI3xxDQ,Ramanan,0.8260993213382315,126
6,8c3XuWaEQwzbV9AtiXB8mw,pf4gs6gibSG3nlLirKKKcQ,Eliah,0.8288934596250577,91
1,8c3XuWaEQwzbV9AtiXB8mw,-KVxkJDSTjtPGsamMDG92Q,Stephen,0.8401273432522912,104
8,8xev0Avovx_jp7LEw8JqvA,yHakD_sjdUAzLQWLslmUfg,Rachel,0.8568272741929017,121
6,8xev0Avovx_jp7LEw8JqvA,744eqTIP1F3aNcNdhln9ag,Mark,0.8558252194118959,29
9,8xev0Avovx_jp7LEw8JqvA,q_uKkiDX7YgeIhMJHdLgyA,Dookie,0.8604608434564472,26
5,8xev0Avovx_jp7LEw8JqvA,RJc7BsaoJJl9WAl0yq6sgg,Jeff,0.8843298372492502,68
7,8xev0Avovx_jp7LEw8JqvA,pJYRi9MB06aiuL-w8Ms-Og,Tony,0.8697739038844419,432
3,8xev0Avovx_jp7LEw8JqvA,q5OhW8ne_hteHo6xLHNUPg,Bon'shaniqua,0.8564961847920373,114
1,8xev0Avovx_jp7LEw8JqvA,j7XL6jRytTrT2sK2peivTA,Cait,0.8707615939577454,9
2,8xev0Avovx_jp7LEw8JqvA,puKCWAzXbY4QfpMBOkVEKg,Julianna,0.8565782666194395,155
0,8xev0Avovx_jp7LEw8JqvA,g90lwRYrasHDzr4UQJvkUw,Qasey,0.8594664352478373,10
4,8xev0Avovx_jp7LEw8JqvA,Hi10sGSZNxQH3NLyWSZ1oA,Fox,0.8792810468228985,4537
2,8zXgNCkusOHMwh5Tj_8yCQ,_oCiEDUZqu91P0Tzdl_wMA,Maria,0.9514490805092863,295
4,8zXgNCkusOHMwh5Tj_8yCQ,mWZjSCki8--OQ4FzuXd3nw,Nicole,0.9533024164723068,39
6,8zXgNCkusOHMwh5Tj_8yCQ,_JpQ84FfRPG0TTw_T0zR_A,Maggie,0.9501107836408419,78
5,8zXgNCkusOHMwh5Tj_8yCQ,SRA86Xyf9fbOAhICWttMLQ,Eva,0.9517910266251984,141
8,8zXgNCkusOHMwh5Tj_8yCQ,8Dvr-U6jCZTVGD52LwC2qA,Amy,0.9574374353613461,178
1,8zXgNCkusOHMwh5Tj_8yCQ,v-_wEl7yiX_MkmIqPq2BLQ,Jennifer,0.9490380353947849,184
9,8zXgNCkusOHMwh5Tj_8yCQ,pFCb-1j6oI3TDjr26h2cJQ,Tiffany,0.9552798005995358,109
0,8zXgNCkusOHMwh5Tj_8yCQ,zPPkzpdn-Dd7pYSMKOyq0g,Frances,0.9492204904971806,29
3,8zXgNCkusOHMwh5Tj_8yCQ,HWIDUXNyTiWFYZBXnXHlJQ,D,0.9555994560306053,95
7,8zXgNCkusOHMwh5Tj_8yCQ,bz3Reh0S84qJjAAB_hpl3A,Cindy,0.9497950631086534,98
8,9EeEpkZg5jV18N_KvrcT6g,4O8sVcwIj6K1yi52rGnO-w,Clive,0.7828006313683554,10
5,9EeEpkZg5jV18N_KvrcT6g,MWSz81y9u935WhCc5I-baw,Kate,0.7875526721000942,8
7,9EeEpkZg5jV18N_KvrcT6g,uSIl9WPDgi5odRqjHajp3g,Eli,0.7759696857773903,23
1,9EeEpkZg5jV18N_KvrcT6g,kELk-PTS46BdY8vWxnOwRA,Wayne,0.8260611077171022,74
9,9EeEpkZg5jV18N_KvrcT6g,PohQIjG5DD_WI8YloeLmZA,Jes,0.7785416028964884,36
0,9EeEpkZg5jV18N_KvrcT6g,jX5eS2LMhdaRRRG6b1yd5A,Martyn,0.7763660553864344,2
2,9EeEpkZg5jV18N_KvrcT6g,GXbT171b28gukDf3B6p0Vg,Richard,0.7777113583231117,20
4,9EeEpkZg5jV18N_KvrcT6g,bxoUsYEGgcBi9tkVsVwSJQ,Annie,0.7973898991008865,17
3,9EeEpkZg5jV18N_KvrcT6g,dB4ZVcM1x9D_QrniH0wAZQ,Digna,0.7872171174138568,167
6,9EeEpkZg5jV18N_KvrcT6g,JaKpNmXRVea7U2Goe1Q5cg,Tom,0.8026187200929983,3
9,9GhiQOLaM6ZGrrFG-SppwQ,IqEa9BsIIgm8RG0bB9NCBg,Tonja,0.845464301478348,24
0,9GhiQOLaM6ZGrrFG-SppwQ,WWnhqRnWWjutMqh-2SzEuQ,Steph,0.8363389191553677,3091
5,9GhiQOLaM6ZGrrFG-SppwQ,UIFLdBTAKytaBTpWcXda3A,Jon,0.8336420532750924,34
6,9GhiQOLaM6ZGrrFG-SppwQ,BN5GEmbeZ92fOTiHXGG_dw,Marie,0.8347227096424762,20
2,9GhiQOLaM6ZGrrFG-SppwQ,bNYesZ944s6IJVowOnB0iA,Scott,0.8353686427068725,112
8,9GhiQOLaM6ZGrrFG-SppwQ,EhO5C7t3yfGFLvsTyK5PPw,Christine,0.8311465070460062,155
4,9GhiQOLaM6ZGrrFG-SppwQ,yHykh6VFpsH_V62bRaq3FQ,Sara,0.8364090988434632,288
3,9GhiQOLaM6ZGrrFG-SppwQ,_tIr62iWClyg4_VkdCADug,Karyn,0.8391567445233061,179
7,9GhiQOLaM6ZGrrFG-SppwQ,bTNN0R73z_qyXgi16ScMHg,Megan,0.8332097348714109,5
1,9GhiQOLaM6ZGrrFG-SppwQ,XTPTsMq4kUwkq6P7ddWhrQ,Rick,0.8442010676610601,81
6,9U30DANobkrn3Zlu6T9p6Q,EeJbVi_E5U0v2qbx6FSVDQ,Ryan,0.8798630228433855,58
4,9U30DANobkrn3Zlu6T9p6Q,dV4RJbS5AARppHnAFAHUTA,Olavo,0.8743551300635497,103
2,9U30DANobkrn3Zlu6T9p6Q,8rrh7WPK42hzZaxrLJHTOA,A,0.8751899900727365,19
8,9U30DANobkrn3Zlu6T9p6Q,ycj5HWBBoqznGXi83I7Q8w,Shahan,0.8737894628621282,30
0,9U30DANobkrn3Zlu6T9p6Q,0OOQGhxGrlNPPEXf3HxtYA,Pavel,0.8744646568552773,35
3,9U30DANobkrn3Zlu6T9p6Q,BSCV8GEOgMs2fgzvA05-OQ,Monich,0.8721958013903216,27
9,9U30DANobkrn3Zlu6T9p6Q,TJCV8eEoEAhARmu7R4v2AQ,Olya,0.8738421269473441,88
5,9U30DANobkrn3Zlu6T9p6Q,t_bt-OjDb1GkWqhrw-WU0g,Andrew,0.8819378461836938,16
7,9U30DANobkrn3Zlu6T9p6Q,T3f2xoSJ6fangxjRPNjX3A,Andrew,0.8737756595539031,41
1,9U30DANobkrn3Zlu6T9p6Q,kw-YtOKPXrRB2a9wRZlmzQ,Jimmy,0.8864344104715497,101
3,9akppeqi5dnaIqPyJ75aCw,4dMvOFhxoXkhWkis0OtE4g,Kerry,0.8732074177998399,31
1,9akppeqi5dnaIqPyJ75aCw,1nTGhcG7qqL4qNR8pBwc3w,Janey,0.8746060843932698,111
9,9akppeqi5dnaIqPyJ75aCw,GUsHNAwvZ8bGjdyBloIXXQ,Chelsea,0.868422284733334,67
4,9akppeqi5dnaIqPyJ75aCw,froPD3bl0dVtnfOOEFvmdA,CrepeSuzette,0.8766963942574262,4
0,9akppeqi5dnaIqPyJ75aCw,4WoAauE_v-vwMuQ665rMyA,CheSooJung,0.8794023216883771,49
2,9akppeqi5dnaIqPyJ75aCw,B45gHWaHJcBkm68sIN8bXw,Stephanie,0.8741004954815744,16
7,9akppeqi5dnaIqPyJ75aCw,P2GtapPLgIsWUeZgxMT0yQ,Arnold,0.8928724935636664,33
6,9akppeqi5dnaIqPyJ75aCw,jI43jHCXx1R-gg_vYcQWww,Jennifer,0.8691031632134124,204
5,9akppeqi5dnaIqPyJ75aCw,f09hBqtPJTgoIGzNMs03mA,Eve,0.8728320770297644,33
8,9akppeqi5dnaIqPyJ75aCw,ArxKqfUIY0rNfpk6vEFkHg,Derek,0.8720406678336309,21
8,ACUVZ4SiN0gni7dzVDm9EQ,37AqJydkC0EZgprx9A3qzw,Raphael,0.9300180654720093,118
3,ACUVZ4SiN0gni7dzVDm9EQ,QawhsUKKlgz_zqeVpGF1eA,Liat,0.9299427628685716,282
5,ACUVZ4SiN0gni7dzVDm9EQ,fMdgChfFv_fI_HRxif7T_w,Carmen,0.9272426937454561,175
1,ACUVZ4SiN0gni7dzVDm9EQ,QhNEO5iIzmQ5kWrRpbay0A,Emma,0.9267736191434826,66
9,ACUVZ4SiN0gni7dzVDm9EQ,UhlXS6NdA5k4SRunpcKHJw,Dale,0.931537836695787,281
0,ACUVZ4SiN0gni7dzVDm9EQ,Ibczgs0_n-opj9LkM6hymA,Cheri,0.9325765929681306,206
4,ACUVZ4SiN0gni7dzVDm9EQ,JZcg3hKxNn4BaDijN8gAiw,Ryan,0.9314376161473576,40
2,ACUVZ4SiN0gni7dzVDm9EQ,KqHqa5gITynMIQDVdPZ5hQ,Skipper,0.9302278234932781,49
6,ACUVZ4SiN0gni7dzVDm9EQ,3TO57GGnBVoW7vfsWQCoBg,Danielle,0.9275025453519503,100
7,ACUVZ4SiN0gni7dzVDm9EQ,zsZVg16yjZu5NIiS0ayjrQ,Mary,0.9283493036251015,191
0,APliIhyvzvHKZyGAVJhe6A,1PVi5eX3xnUQvR8oaBleeA,Mikey,0.7514329535706609,10
6,APliIhyvzvHKZyGAVJhe6A,9etBoms0teRhP8t9m0x7Vw,Che,0.7473127192554772,6
4,APliIhyvzvHKZyGAVJhe6A,Icl34tQrYvFSxhZqmaJVpg,Ten,0.75841348456635,10
5,APliIhyvzvHKZyGAVJhe6A,ppETFQM9zqIlnkW9J80qag,Kevin,0.7458708408223492,1
1,APliIhyvzvHKZyGAVJhe6A,FlMa89z22T6YVYnISvw2mg,Thomas,0.7441030618449219,3
9,APliIhyvzvHKZyGAVJhe6A,W1YxBYRAIQp1l9RMMCOLxw,Jon,0.7489159500439235,17
2,APliIhyvzvHKZyGAVJhe6A,HnWMT8Kp9hEhe-SWkO2p3w,James,0.7462610239325661,14
7,APliIhyvzvHKZyGAVJhe6A,7FOABcXLNGF_do16AVf3BA,Rameez,0.7587362941453388,5
3,APliIhyvzvHKZyGAVJhe6A,Mq1drFmccTPWb6gSo8dOAw,James,0.7497540829804824,27
8,APliIhyvzvHKZyGAVJhe6A,AxugAn3t3q4YJnFuVFy6Iw,David,0.7606859497302483,47
4,APoAugdz6nscL4HjF4Oryg,whHnx4VOrMftB9oHp9RqLw,Katie,0.948328168651931,41
8,APoAugdz6nscL4HjF4Oryg,xecuSgvqSEQ9Fee_zk6WDw,Tuyet Anh,0.9519421645476174,91
0,APoAugdz6nscL4HjF4Oryg,wL1-nb9MQrJFQXqpZsO5mg,Carmen,0.9488426709093497,107
1,APoAugdz6nscL4HjF4Oryg,swx0FJkZWb6nVP58ZsMl7w,Meng,0.9457338792022502,152
7,APoAugdz6nscL4HjF4Oryg,FRj2bwwFoXGodqKXS-PGMg,Lily,0.9456957850354485,72
5,APoAugdz6nscL4HjF4Oryg,xDed_RrQv7xuwOp9hESt9Q,Ana,0.9496349580531682,183
3,APoAugdz6nscL4HjF4Oryg,bBgVmpAjLTRnipPlRun_Rw,Elaine,0.94650602417853,49
6,APoAugdz6nscL4HjF4Oryg,wZdO2jOHr9O8sRC9799GTQ,Harry,0.9517428887953969,22
2,APoAugdz6nscL4HjF4Oryg,t-0_us3OTzs_ZhKy6fcamg,Dawn,0.9601500087398392,178
9,APoAugdz6nscL4HjF4Oryg,tpI40L14ncKqlXKtU8zCzA,Kelly,0.9524922078699647,59
6,BytRWk8X1OelSgwwfXd8Aw,TUu4SppnJ1S3lQ_jTxMpOw,Susan,0.9344023316662379,319
5,BytRWk8X1OelSgwwfXd8Aw,mu0HokS1Ly9_QZDRHEPQ8A,Sarah,0.9353014904825648,39
7,BytRWk8X1OelSgwwfXd8Aw,p7KpwlPgfpUPQGeD-8bCvw,Regina,0.9451565307403464,129
9,BytRWk8X1OelSgwwfXd8Aw,lhyNuR1HIZ0Ym7A0ydLzmA,Magdalena,0.9369867839392727,163
0,BytRWk8X1OelSgwwfXd8Aw,krJw8HFQMl2lP8fbHvEGuw,Melba,0.9345002810160657,86
4,BytRWk8X1OelSgwwfXd8Aw,1HFkcIGKY7-e9vCsc8PX5g,Tara,0.9376433268063381,278
3,BytRWk8X1OelSgwwfXd8Aw,EgotOxec2MuH4xvIv_KRIA,Nabila,0.9355246983490823,249
1,BytRWk8X1OelSgwwfXd8Aw,SUnyBS7HB3Nv_C78ygbpnQ,Erica,0.9394206786097158,107
8,BytRWk8X1OelSgwwfXd8Aw,j6wLUT0ZXi-x0otelYIFpA,Elaine,0.934673446122347,930
2,BytRWk8X1OelSgwwfXd8Aw,0qA24lu9d-NtCdSaNPc4lw,Michelle,0.9386771079828332,68
8,CJmtS1Uk1KSsY2MWol_E7g,h3SfoZcs04WnJErnFaeBpQ,Ivan,0.9251055710150168,136
6,CJmtS1Uk1KSsY2MWol_E7g,PNibTBt6YQ-KtwlwK9uccQ,Ryan,0.9230198733695352,18
0,CJmtS1Uk1KSsY2MWol_E7g,ouS-Douov6w19Xly4aKLHQ,Kiran,0.92478657409243,236
4,CJmtS1Uk1KSsY2MWol_E7g,kRSm3Y3DdfIM7etuY4APhg,Tiffany,0.9300181247323435,115
2,CJmtS1Uk1KSsY2MWol_E7g,NW2MS8tAqoDNSnjxdlTYfQ,Shiori,0.9311892450772604,75
1,CJmtS1Uk1KSsY2MWol_E7g,0qA24lu9d-NtCdSaNPc4lw,Michelle,0.9242537284738597,68
9,CJmtS1Uk1KSsY2MWol_E7g,4hiLotPELiIRugUtWC9L6A,Eunice,0.9212316604521932,140
7,CJmtS1Uk1KSsY2MWol_E7g,fM9LC2P8jQrQGGsXKccLQw,Anita,0.922792563383697,170
3,CJmtS1Uk1KSsY2MWol_E7g,HiuSXLRDduuaIXoeA9T0sA,Chris,0.9319009683991082,43
5,CJmtS1Uk1KSsY2MWol_E7g,NczSmRSRdTsI8fQyojdZrw,Kat,0.925829596486246,104
8,CMW-yrCQrRnhAg0yvRajvA,K-QYA4ZVBXc-doB2h7MXzw,Daniel,0.8661729744975855,13
6,CMW-yrCQrRnhAg0yvRajvA,WnDuJbLhJkLo1I_--63vFw,Dimitri,0.8576962421286172,9
7,CMW-yrCQrRnhAg0yvRajvA,Gd8-kFFRp9_YIKHjs1JBAQ,Edward,0.8633151082163902,21
2,CMW-yrCQrRnhAg0yvRajvA,XuCbLgo9j1q5dDh9251vkg,Jonathan,0.8550465397496505,239
3,CMW-yrCQrRnhAg0yvRajvA,eyJkN7P6bYIzepW-4Un0VA,Daniel,0.8586964243260572,40
5,CMW-yrCQrRnhAg0yvRajvA,l8IP6fObyuueE0s1drIy8A,JP,0.8531202947970266,31
1,CMW-yrCQrRnhAg0yvRajvA,4sGwJy5Oplz8QXLgD8dr2w,Bruce,0.8683756511989694,118
0,CMW-yrCQrRnhAg0yvRajvA,lKeg24z4c1GQwesR6x8qaA,Ashley,0.8602526810832105,21
4,CMW-yrCQrRnhAg0yvRajvA,U-hWiEpEZo_-Xv4Qgrs9Tw,Hin,0.8565660992038039,75
9,CMW-yrCQrRnhAg0yvRajvA,S3BTKVw5cvcldhU1Dwayew,Brian,0.8677776027564933,17
3,CQUDh80m48xnzUkx-X5NAw,GR30Ihc4s-QzGu3pytFk6g,Esther,0.7858293308157872,17
1,CQUDh80m48xnzUkx-X5NAw,o-FEkK21IoVTBF1VXImcUA,A,0.8270080686506596,6
7,CQUDh80m48xnzUkx-X5NAw,0nEDlcKlG1nGp9oxmDtCZQ,Angie,0.7643518737818689,1
9,CQUDh80m48xnzUkx-X5NAw,z5ssmXL8B3lv9i-DGxB6Pg,M.,0.7745802271407033,290
6,CQUDh80m48xnzUkx-X5NAw,6aABpvJaTTy2gY0XomPUFQ,Candy,0.7732147823158301,10
0,CQUDh80m48xnzUkx-X5NAw,v7LHrxVyUYzkZlTXQET04w,Kihwang,0.8335361952477132,1
4,CQUDh80m48xnzUkx-X5NAw,lcuDvwFjgg9cHoiZhOJv4Q,Chris,0.7702143017342771,161
8,CQUDh80m48xnzUkx-X5NAw,6E1K-0RMEp58KOHt2eaR9Q,Lara,0.7747097791384547,3
2,CQUDh80m48xnzUkx-X5NAw,ieLL9omTJy3sU5P9EL697g,Jiggs,0.7674081929881905,3
5,CQUDh80m48xnzUkx-X5NAw,JJJETpbq6DygpLNE6F7SJQ,Yvonne,0.778374843319531,10
4,Ctrp5IoEKHkixDSIyYHDpw,Sq5iIgS-wH5GBUTG8glsvw,Ian,0.9312947968077949,24
3,Ctrp5IoEKHkixDSIyYHDpw,9ngctBpC0BJWtUv02GV_tw,Dan,0.9239883539320581,21
9,Ctrp5IoEKHkixDSIyYHDpw,FwkBQO-lA-EgkA8t_EHqfw,Matt,0.9291721284139814,86
0,Ctrp5IoEKHkixDSIyYHDpw,PNibTBt6YQ-KtwlwK9uccQ,Ryan,0.9210423199790239,18
6,Ctrp5IoEKHkixDSIyYHDpw,X5whw8WcB8dVZGZ5vGnSLg,Leeor,0.9226325929466599,145
8,Ctrp5IoEKHkixDSIyYHDpw,tG3_ON9C8rscxux5wxez9Q,Phillip Jessie,0.9309835572057212,73
5,Ctrp5IoEKHkixDSIyYHDpw,fAfGwjh5A_ydd0A4ZdGenw,Kent,0.9246320070687575,518
2,Ctrp5IoEKHkixDSIyYHDpw,TJpPDsFGNm_MfO6Z3nqfDA,Kelly,0.9219906643475682,174
7,Ctrp5IoEKHkixDSIyYHDpw,MOrr88hGGVLE_ThYGrjlag,Emily,0.9229805637691856,42
1,Ctrp5IoEKHkixDSIyYHDpw,1fNQRju9gmoCEvbPQBSo7w,Jared,0.9260549596775356,612
